"","State.diff","State.lwr","State.upr","State.p.adj"
"SD-OH",3.22046024151346,2.17163967828724,4.26928080473969,0
"TN-OH",-1.03677412331113,-1.5217993542312,-0.551748892391071,4.75064432237104e-13
"TX-OH",1.29688429359419,0.946851422093282,1.6469171650951,0
"UT-OH",2.79931834334981,2.10940633497194,3.48923035172768,0
"VA-OH",1.75957908997628,1.30648665558948,2.21267152436309,0
"VT-OH",4.45518614718765,3.31555478540136,5.59481750897393,0
"WA-OH",3.10830189275607,2.62542312225382,3.59118066325833,0
"WV-OH",-0.876093143115739,-1.60746859984187,-0.14471768638961,0.00185829968446505
"WY-OH",3.59391738205487,2.21955497835792,4.96827978575181,5.14033260401447e-13
"OR-OK",3.2175650921984,2.51894706715323,3.91618311724357,0
"PA-OK",2.19048399649134,1.65607526820991,2.72489272477277,0
"RI-OK",3.21493486016954,2.13320887077471,4.29666084956436,0
"SC-OK",0.692928299686685,0.0404452804661547,1.34541131890721,0.0197055147328729
"SD-OK",3.91722681163881,2.8042897261334,5.03016389714423,0
"TN-OK",-0.340007553185785,-0.951443450951183,0.271428344579613,0.991698399238448
"TX-OK",1.99365086371954,1.48264460781039,2.50465711962869,0
"UT-OK",3.49608491347516,2.71213149537488,4.28003833157543,0
"VA-OK",2.45634566010163,1.86991822508032,3.04277309512295,0
"VT-OK",5.15195271731299,3.9530515440656,6.35085389056039,0
"WA-OK",3.80506846288142,3.19533385713161,4.41480306863124,0
"WV-OK",-0.179326572990391,-1.0000058289415,0.641352682960722,1
"WY-OK",4.29068395218022,2.86678915299639,5.71457875136405,0
"PA-OR",-1.02708109570706,-1.61206321566677,-0.442098975747347,3.15669834716203e-09
"RI-OR",-0.00263023202886359,-1.11021431820083,1.1049538541431,1
"SC-OR",-2.52463679251171,-3.21914775871766,-1.83012582630576,0
"SD-OR",0.699661719440414,-0.438424546227735,1.83774798510856,0.956217417917725
"TN-OR",-3.55757264538418,-4.2136711508583,-2.90147413991007,0
"TX-OR",-1.22391422847886,-1.78759745990186,-0.660230997055863,4.26658708363448e-13
"UT-OR",0.27851982127676,-0.540744698619157,1.09778434117268,0.999999987152534
"VA-OR",-0.761219432096766,-1.39407686339931,-0.128362000794217,0.00169208376565977
"VT-OR",1.9343876251146,0.712104754816902,3.15667049541229,3.39362606571747e-07
"WA-OR",0.587503370683024,-0.0670099456506237,1.24201668701667,0.183381566429823
"WV-OR",-3.39689166518879,-4.25136567471609,-2.54241765566149,0
"WY-OR",1.07311885998182,-0.370518141120586,2.51675586108422,0.654219168457003
"RI-PA",1.0244508636782,0.0123895750761918,2.0365121522802,0.0419357249849067
"SC-PA",-1.49755569680465,-2.02658407612441,-0.968527317484899,7.61612994892857e-14
"SD-PA",1.72674281514747,0.681388381451498,2.77209724884345,5.53729654351187e-08
"TN-PA",-2.53049154967712,-3.00797536388523,-2.05300773546901,0
"TX-PA",-0.1968331327718,-0.5363391405726,0.142672875028999,0.982602494929051
"UT-PA",1.30560091698382,0.620969704208906,1.99023212975874,3.62974095224899e-11
"VA-PA",0.265861663610295,-0.179148529868713,0.710871857089303,0.971612441638165
"VT-PA",2.96146872082166,1.82502648341206,4.09791095823125,4.27324842178223e-13
"WA-PA",1.61458446639008,1.13928116827042,2.08988776450975,0
"WV-PA",-2.36981056948173,-3.0962067264808,-1.64341441248266,0
"WY-PA",2.10019995568888,0.728480839070135,3.47191907230762,1.24470772122631e-06
"SC-RI",-2.52200656048285,-3.60108461761983,-1.44292850334587,4.98823204964083e-13
"SD-RI",0.702291951469277,-0.703874581810712,2.10845848474927,0.999096455624941
"TN-RI",-3.55494241335532,-4.60970742040644,-2.5001774063042,0
"TX-RI",-1.22128399645,-2.22118536988723,-0.221382623012765,0.00118594685022355
"UT-RI",0.281150053305623,-0.882146265254045,1.44444637186529,1
"VA-RI",-0.758589200067902,-1.79905664288822,0.281878242752415,0.702156245718814
"VT-RI",1.93701785714346,0.461877393920597,3.41215832036632,0.000185935622027511
"WA-RI",0.590133602711887,-0.463646095551588,1.64391330097536,0.990546371990036
"WV-RI",-3.39426143315993,-4.58261735802917,-2.20590550829068,0
"WY-RI",1.07574909201068,-0.587426112880894,2.73892429690226,0.912813756026123
"SD-SC",3.22429851195213,2.11393492575363,4.33466209815063,0
"TN-SC",-1.03293585287247,-1.63967483657014,-0.426196869174795,1.40168229245674e-08
"TX-SC",1.30072256403285,0.795345743392454,1.80609938467325,3.98792110445356e-13
"UT-SC",2.80315661378847,2.02286096532348,3.58345226225347,0
"VA-SC",1.76341736041495,1.18188879378388,2.34494592704602,0
"VT-SC",4.45902441762631,3.26251183496105,5.65553700029157,0
"WA-SC",3.11214016319474,2.5071156788049,3.71716464758458,0
"WV-SC",-0.872254872677075,-1.6894407624297,-0.0550689829244554,0.0180857136548735
"WY-SC",3.59775565249353,2.17587143202934,5.01963987295773,5.3534954247425e-13
"TN-SD",-4.2572343648246,-5.3439850539252,-3.17048367572399,0
"TX-SD",-1.92357594791928,-2.95716222722195,-0.889989668616599,1.45823575437021e-10
"UT-SD",-0.421141898163654,-1.61351606969521,0.771232273367901,0.99999995291938
"VA-SD",-1.46088115153718,-2.53376061342008,-0.388001689654282,6.54701074714881e-05
"VT-SD",1.23472590567418,-0.263452063192816,2.73290387454118,0.376272118180462
"WA-SD",-0.11215834875739,-1.19795275500258,0.9736360574878,1
"WV-SD",-4.0965533846292,-5.31338847794832,-2.87971829131009,0
"WY-SD",0.373457140541404,-1.31018462727241,2.05709890835522,1
"TX-TN",2.33365841690532,1.88252041413274,2.78479641967791,0
"UT-TN",3.83609246666094,3.08978082550931,4.58240410781258,0
"VA-TN",2.79635321328742,2.26128757197504,3.3314188545998,0
"VT-TN",5.49196027049878,4.31732750781023,6.66659303318733,0
"WA-TN",4.14507601606721,3.58456339942398,4.70558863271043,0
"WV-TN",0.160680980195394,-0.624119978720827,0.945481939111616,1
"WY-TN",4.630691505366,3.22716932773214,6.03421368299987,0
"UT-TX",1.50243404975562,0.835909779964518,2.16895831954672,3.30624416733372e-13
"VA-TX",0.462694796382095,0.0460789337278555,0.879310659036335,0.0088797714273573
"VT-TX",3.15830185359346,2.0326750665617,4.28392864062522,1.30562227695918e-13
"WA-TX",1.81141759916189,1.36258808819102,2.26024711013275,0
"WV-TX",-2.17297743670993,-2.88233354024181,-1.46362133317805,0
"WY-TX",2.29703308846068,0.934260899277095,3.65980527764426,2.22632167146131e-08
"VA-UT",-1.03973925337353,-1.76570367756245,-0.313774829184606,1.33292881184799e-05
"VT-UT",1.65586780383784,0.382882638230531,2.92885296944514,0.000240758758168536
"WA-UT",0.308983549406264,-0.435934901225185,1.05390200003771,0.999992713453286
"WV-UT",-3.67541148646555,-4.60096086374952,-2.74986210918158,0
"WY-UT",0.794599038705059,-0.692210837434132,2.28140891484425,0.996148846295904
"VT-VA",2.69560705721136,1.53379579601149,3.85741831841123,5.37347943918576e-13
"WA-VA",1.34872280277979,0.815602110172822,1.88184349538676,5.36237720893951e-13
"WV-VA",-2.63567223309202,-3.40114974718719,-1.87019471899685,0
"WY-VA",1.83433829207858,0.44152897900676,3.22714760515041,0.000171251128333272
"WA-VT",-1.34688425443157,-2.52063233624216,-0.173136172620981,0.00467581821741314
"WV-VT",-5.33127929030339,-6.62720471688226,-4.03535386372451,0
"WY-VT",-0.861268765132778,-2.60293023317067,0.880392702905118,0.999279763413498
"WV-WA",-3.98439503587181,-4.76787124960681,-3.20091882213682,0
"WY-WA",0.485615489298795,-0.917166366686953,1.88839734528454,0.999999976098756
"WY-WV",4.47001052517061,2.9635129024767,5.97650814786452,0
